Review,Class
"Todo el tiempo que estuve en la Estancia, estaba pensando en mi crítica. Es fascinante para mí cómo una persona puede tener un momento excepcional en un lugar y otro tienen una experiencia muy diferente. Este complejo era caro, así que debe ser más importante que la experiencia será mejor? Lo que hace un viaje Trip Advisor 4 vs. 5 estrellas de estrellas?

La Estancia es un complejo fundamentalmente del propietario. Los propietarios alquilan sus lugares y el grupo Villa también alquilan. Esto significa que es un complejo más tranquilo, algunas de las habitaciones parecían vacías aunque me dijeron que el lugar estaba lleno. Compramos un paquete con todo incluido en una habitación Deluxe, también llamado un estudio, a través del Grupo Villa. Estaba en la B junto a una puerta de dos habitaciones. Los pares B comparten un bonito balcón, pero, como otros han dicho, puedes pedir una pantalla. Creo que cuando te alojas en un establecimiento que ofrece todos los habituales y paquetes de todo incluido, los precios de la comida me parece caro. Por esa razón, me alegré nos dieron el todo incluido. Sin embargo, se podía ir en Bucerias para las comidas, o comprar provisiones si tiene una unidad de cocina.

Casi todos los estudios como el nuestro (B) tenía dos camas de matrimonio.... A ambos lados tienen dormitorios (principal tiene una cama king size), cocinas y áreas de estar. Todas las habitaciones tienen una vista al océano desde el balcón, lo cual es genial. Como otros han dicho, esta 6 a 7 año viejo inmueble está impecable y bien cuidada. La habitación en la que nos alojamos, aunque pequeña, era muy espacioso, pero para una pareja, una cama de matrimonio tamaño king habría sido mucho mejor. Hay limpieza diaria servicio y un servicio de cobertura que los cambios de toallas y te deja algunas galletas en la noche. El personal de La Estancia fue muy agradable, amable y muy buen nivel de inglés. Félix, el mayordomo de la piscina, se mostró muy atento ... asegurarse que los clientes estaban contentos, había lugares en la piscina y tratando de resolver las quejas.

Como han dicho otros, el WiFi funciona en los balcones y en el vestíbulo, y en la piscina. No había un cargo para nosotros, pero sé que en la propiedad contigua, Las Palmas, se les cobrará con WiFi. Sería bueno tener en las habitaciones, uno lluvioso día no me quería sentarse en el balcón para usar las ipad. Hay un cable de Ethernet, pero mi ipad no tiene que!
El lado propiedad (Las Palmas) es donde todos actividades son- no hay ninguno en el La Estancia. Había unas pocas piezas no motorizados del equipo (kayaks, tablas de paddle) disponibles en Las Palmas, pero por alguna razón no había nadie con ellos cuando estuvimos allí.

El spa era muy agradable (nos dieron masajes).
El gimnasio era excelente.

Los restaurantes de la Estancia son muy limitados. Uno está abierto para desayuno buffet hasta las 12- un montón de fruta fresca, tortillas hechas a medida, expresso bebidas, luego otra vez a la hora de la cena como una excelente carne/restaurante de mariscos. El otro es un almuerzo junto a la piscina swim-up servicio/bar. Todos los bares sirve excelentes bebidas, pero la (La Estancia) comida junto a la piscina era sólo mediocre. Las Palmas tiene otros restaurantes donde la comida era bastante buena, pero el servicio en el restaurante mexicano era muy pobre, que son pacientes y personas.

El conserje de La Estancia no molestarte sobre vacation ownership con la Villa grupo, pero en Las Palmas son bastante activa, que ofrece masajes, (ver no son realmente gratuito, hay un cargo por servicio requiere) botellas de tequila, etc. La 90 minutos presentación se convirtió en 4 horas. ( ¿POR QUÉ hacemos esto?) ¡TEN CUIDADO! Otra nota: el conserje de La Estancia nos dijo que si queríamos hacer la salida a las 13:00 h, en vez de las 11:00 (hora de salida) en nuestro día de partida, que cuesta 20 dólares por hora, aunque me dijeron que no había nadie en el registro después de nosotros.

En general, creo que la Estancia era una hermosa propiedad, con excelente personal, pero por el precio, me sentí algo faltaba en orden a la tarifa complejo de 5 estrellas. Cómo aproximadamente 4 1/4 ...
Leer menos",4
"Tanto el hotel en general como sus servicios son bastante recomendables. Las instalaciones son muy bonitas, el restaurant es muy acogedor. también cuenta con salones para eventos muy bien decorados y bonitos. bastante limpio en todos sus aspectos.",5
Muy interesante. Es una plaza antigua donde se pueden ver reflejadas las imágenes de personajes emblemáticos de Cuba como Ernesto Che Guevara y Camilo Cienfuegos.,4
"Fui al festival del Asado en Valquirico, hice mi reserva el día miércoles con mi Tarjeta de Crédito American Express que no ocupo, simplemente me dijeron que era para que se apartara la fecha y casualmente el día jueves por la tarde me contactaron del área de fraudes de American Express, que si tenía el plástico conmigo porque estaban tratando de hacer unos cargos en línea en liverpool por 28 mil pesos, obviamente bloquearon mi tarjeta. y resulta muy desagradable ya que la tarjeta no la ocupe solo para hacer la reserva en donde me pidieron los 16 digitos de la tarjeta, hable con  la  gerente del hotel y me dijo que que pena, pero que no podía hacer nada por mi, que agradecía mi estancia en cadena de hoteles de ustedes, fui su única respuesta.",2
"DEfinitivamente hay que conocer esos 9 u 8 km que rodean la costa, sin embargo hay que ir con zapatos cómodos porque elPavimento esta en pésimo estado y  para arrancar de alguna ola o algún cubano en estado de ebriedad que se encuentre pasando el rato a vista y presencia de laPolicía.Es notable de todas maneras cómo se construyó pero debieran cuidarlo mejor.",1
"El pasado 30 de diciembre a las 5 de la tarde estuvimos con mi pareja en La Paloma, apenas llegamos solicitamos la carta y el mesero nunca la llevo pero amablemente nos preguntó que queriamos tomar, ordenamos dos cervezas e insistimos en pedir la carta...Más",1
"Este hotel te funciona si vas con tu familia y buscas lugares céntricos, comercios y restaurantes de todo tipo y a realizar compras.No tienes que gastar en estacionaminto puedes dejar tu auto en el garage del hotel e irte caminando,incluso puedes llegar a pie a la macroplaza y tomarte lindas fotos. Respecto a la habitación nada fuera de lo común cumple con los elementos básicos para descansar y pasar la noche tranquilamente .",3
"Aunque esta bien ubicado y con buena presentacion, tanto el servicio a la entrada como el de meseros deja mucho que desear para un lugar que en apariencia deberia tener calidad y calidez.

Las opciones que te da el mesero son con miras a vender,...Más",2
"Buen hotel precioso con en el excelente personal principal. Una muy grosero Maitre masculino, D en la habitación de desayuno. Sin embargo, el aire acondicionado no funcionaba bien, los grifos fríos no conectado y el caos en el desayuno. Comimos en el restaurante una de las noches y las raciones son tan mísero, que tuvimos que coger una pizza de la terraza del bar después.",2
"Cambio de cultura y cambio de sistema sin duda es digno de conocerse en estos tiempo. Cuba tiene raíces impresionantes de nacionalismos. Es un orgullo visitar la Plaza de la Revolución, la gente de Cuba es amante de su historia. ",5
Un gran hotel que merece todo el dinero gastado. Si sólo la ubicación era más cerca del centro de la ciudad habría sido el mejor hotel en el que he estado! Viva Cuba,5
"Cuando vas de vacaciones a la playa esperas poder estar en el mar, pero si llegas y el Mayordomo del club de playa con una pésima actitud te dice que no te puedes meter pq hay mantarrayas o porque hay marea alta o porque…. (cada dia fue algo diferente y era mucho mas grave que el dia anterior) y ademas la actitud con la que te lo dicen no es la correcta arruinan tu vacación. Casualmente en otras bahías y playas (ej Sayulita, punta de mita) había cientos de turistas dentro del mar.
Pueden decirte que no lo recomiendan por tal o cual cosa, pero de eso a prohibirte y estar encima de ti si lo intentas es de pésimo gusto

SI LO QUE BUSCAS ES IR A LA PLAYA Y DISFRUTAR LA ARENA Y EL MAR, el marival NO es la opción",2
"Estoy hospedado desde el día de ayer. El servicio es bueno pero sin exceder las expectativas de sus huéspedes. Como es posible que nos arruinaron la ida a la playa de la Torre Uno y por una mala homologación de información de lo que puedes y no llevar a la playa de alimentos y bebidas del personal de recepción con la Guardia de nombre Teresa de seguridad de la playa, persona agresiva y prepotente A mi esposa y demás acompañantes les arruinaron el día pq resulta que en sus instalaciones de su playa (la playa es propiedad Federal no de un hotel) no les permitieron consumir de la hielera ni un refresco ni nada por el estilo cuando en otras sombrillas había gente consumiendo botanas de su propiedad. Pedí hablar con un gerente del complejo de la Torre 3 en donde estoy hospedado pero como buena cultura a la mexicana los niegan o de plano indican a sus subalternos que den la cara por ellos. Y yo me pregunto?? ese mal sabor de boca, coraje e impotencia quien nos lo quita? En cualquiier cadena americana hotelera por este tipo de quejas te dan algo en retribución ese plus que uno busca como cliente de un hotel. Están en la calle señores!!! Un Ud. Disculpa y un reportito de incidentes no sirve para nada si el mal servicio ya lo dieron. Nunca más me volvere a hospedar en un lugar en donde pregonan el servicio a clientes y no lo practican. Sean congruentes con su dicho y con su actuar. Un usted disculpe no es suficiente. Está es nuestra honrosa calidad y servicio a clientes para los de casa. Los mexicanos.",1
"Muy bueno el servicio,  desde que llegas hasta que te vas;  ideal para desconectarse,  relajarse y descansar en general.Playas limpias sin acoso de vendedores,  piscinas para escoger, y el servicio de transporte a la ciudad amurallada bueno.",4
"Lamentable!! Llegamos com ganas de comer y se nos quitaron, nos atendio un camarero pesadisimo que no paraba de intentar hacerse el gracioso, decia que se llamaba Carlos pero que le llamaramos Carlitos pero si preferiamos podiamos llamarlo el ""Animal"" el trato fue horrible, el...Más",1
"Me gustó mucho la ambientación del lugar, muy ricos los postres y los smoothies deliciosos, muy buen servicio",5
"Estuvimos aquí como parte de nuestra visita de noche a La Habana de la zona de Cayo Coco para nuestras vacaciones. El vestíbulo y la entrada muy elegante a la llegada. Una de las recepcionistas muy grosero, aunque más inusual en Cuba, para ser honesto. Servicio de atención al cliente parece ser paramount dondequiera que vayas. Hotel y restaurante de buen estándar.  La mejor Piña Colada en el bar del vestíbulo hemos probado mientras estábamos allí.  Nos dijeron que el hotel estaba en el centro de Cuba, pero fue 25 / 30 minutos en autobús del centro.",4
Hacía 12 años que no iba a La Guarida porque no había regresado a Cuba. Siento que la fama del restaurante haya disminuido el trato cordial y casi familiar que alli había. Ahora es más protocolar y distante. Además tuvimos que esperar un buen rato...Más,3
"Si te gusta la nostalgia y buen aire acondicionado, tomar una copa y llevar un libro o un juego de mesa para mantenerse ocupado mientras espera por el servicio. No es un mal lugar, buscando la comida no es nada especial y los precios están...bien, pero el servicio es lento. reallllllly Ir a Chachacha's está a una cuadra y media de distancia justo al lado del museo de la revolución, la comida y las bebidas son impresionantes y el servicio es excelente.Más",2
"Un buen lugar para visitar si vienen a Monterrey no pueden faltar, los guías te van describiendo la gran cantidad de imágenes que se pueden ver, el cuarto del aire es increíble ",5
"Somos socios de Vidanta y este es uno de los mejores destinos de la cadena de resorts.
Muy buenas instalaciones, el personal siempre amable y una playa excelente.
Estuvimos en la master suite de 2 habitaciones en piso alto, con una vista al mar espectacular.",4
Agradable ir para que no te cuenten. Te cuesta ochenta pesos dos fotos que incluyen una redacción con la leyenda del lugar para que se ahorren pagarle a los varios tipos que ofrecen explicar a cambio de una propina.,3
"Es un lugar lindo para caminar, para ver un hermoso atardecer, queda cerca la plaza de santo domingo donde comimos una pizza en las margarita's muy rica recomendable.",4
"El restaurante es muy lindo, está decorado super acorde a la ciudad, el menú es variado pero el sabor en los platillos no es muy bueno, arroz frio y mal cocido, costillas que decian 250 gr y fueron solo 3 costillas sin mucha carne. Postres...Más",2
"Acabamos de volver del 14 de marzo Mayan Palace, nos quedamos allí durante 1 semana restaurantes super por el precio. Hotel no ocupado pedimos una habitación con una vista dieron el sótano no podía siquiera cabía una silla en el patio vista era Bush. agua goteando desde arriba a nuestro dormitorio fuimos a recepción para quejarme enviado chico dijo que era el inodoro que goteaba arriba. Cama tan dura mi marido durmió en un sofá-cama toda la semana no es mucho mejor. paredes tan finas que era como tener la gente justo en su apartamento, pero lo mejor fue cuando nos marchamos llegábamos tarde, así que la chica de recepción nos dio bracelts para usar en el Grand Mayan de ducha y cambian cuando llegue a Mayan el chico era tan grosera básicamente nos llamó mentirosa a pesar de que teníamos el Grand Mayan bracelt.
Muy decepcionante, jardines piscina encantadora y servidores genial, pero los restaurantes en restaurante italiano y hamburguesa no eran muy simpáticos. El personal de recepción no era very helpul.
cosa buena es que sólo te dejan comercio 1 en 5 años no volveré a este hotel",2
